msoa11cd,geometry
E02004128,POINT (427678.1736825582 316485.4765953838)
E02005846,POINT (459200.6746184984 378727.5409552831)
E02004072,POINT (429871.646786879 360919.1931620439)
E02005847,POINT (458402.7579264307 378448.2498628448)
E02004073,POINT (429797.8542850863 359496.2038459687)
E02005844,POINT (469986.1351239188 379892.5860687416)
E02004070,POINT (421164.6393034329 367752.4636335995)
E02004071,POINT (427023.5926512074 363360.797242307)
E02005842,POINT (471056.4022814678 380947.8825438284)
E02005843,POINT (457206.4250551794 380950.1870414782)
E02005840,POINT (458156.1536694835 381331.9656326132)
E02004078,POINT (446448.8900312537 343805.8465332972)
E02006834,POINT (456591.3047582387 345733.5179553214)
E02006835,POINT (456366.4344132294 346665.1432670865)
E02005849,POINT (474556.3633520112 373079.3031200083)
E02005376,POINT (453940.6653283772 284788.4538421776)
E02005377,POINT (448722.642569932 309817.849366044)
E02005374,POINT (473382.3661639527 287426.0376763371)
E02005375,POINT (473980.3142693653 286759.4021214378)
E02005372,POINT (455340.0578272203 288200.8674714367)
E02005373,POINT (472627.3782005286 287570.7119167864)
E02005370,POINT (452892.0484141555 292471.8263020795)
E02005371,POINT (465090.7724609467 292837.6961837581)
E02005378,POINT (452633.3707549707 307108.6158520873)
E02005379,POINT (451565.0684099448 306014.6351143611)
E02005476,POINT (493541.7011737005 346680.9216204137)
E02005477,POINT (487254.3640552109 339720.2849514521)
E02005475,POINT (524276.9426359742 310600.9301220019)
E02005472,POINT (546025.3377470642 321795.9069037944)
E02005473,POINT (523632.0856992602 321965.7728787483)
E02005470,POINT (524230.8877389758 323108.5288758338)
E02005471,POINT (525590.6241037815 322799.6667783819)
E02005478,POINT (492226.2942415594 336870.6494388776)
E02005479,POINT (490418.6365630217 336499.0044053899)
E02005626,POINT (456826.1036449288 261809.8925836963)
E02005627,POINT (462959.3664181413 259916.3232789272)
E02005624,POINT (457238.3557110449 264174.5876315236)
E02005625,POINT (456771.5007460236 262885.3422497508)
E02005622,POINT (464910.7021167876 268889.0909750664)
E02005623,POINT (478285.748498177 266480.9078984534)
E02005620,POINT (474674.8701602137 270509.0988393654)
E02005621,POINT (455615.7258133908 270071.8629929268)
E02005628,POINT (453700.0248169714 253128.0754512312)
E02005907,POINT (470038.3172363346 339763.2687613697)
E02005904,POINT (477301.9730040192 351921.0742137911)
E02005905,POINT (467120.2765595351 346516.2971721162)
E02005902,POINT (479387.000619948 352388.9835732321)
E02005903,POINT (481564.7031329268 351741.9972917465)
E02005901,POINT (480617.5343183445 353263.999384519)
E02005908,POINT (465128.5363325418 339478.7394817878)
E02005909,POINT (459228.9176325669 337889.0983469623)
E02002867,POINT (486574.7192081909 299954.6616373592)
E02002864,POINT (484939.2567009783 309347.3695125311)
E02002865,POINT (486103.8710882292 308875.9219353066)
E02002862,POINT (457543.7005906351 299367.1983112436)
E02002860,POINT (457471.2700305671 300591.0531696143)
E02002861,POINT (458692.8667301546 300402.3685582242)
E02004046,POINT (451989.3379925169 375873.0901015407)
E02004047,POINT (452453.988723008 374451.0123273876)
E02004044,POINT (433968.6296501221 343131.1051996486)
E02004045,POINT (448814.192605659 375883.0070426253)
E02002868,POINT (455446.9037626066 346074.8122772191)
E02005856,POINT (451020.4261904893 338215.1167490995)
E02002869,POINT (453904.906191354 345843.7953576306)
E02005857,POINT (449099.3281482777 338106.6548448614)
E02004043,POINT (438619.8437036567 345564.6396124847)
E02004040,POINT (442917.8394322461 346766.3057662399)
E02004041,POINT (444170.8744949031 346364.4562283369)
E02005852,POINT (447833.4786323504 346075.0025492996)
E02005853,POINT (450238.9352577981 345025.0817059677)
E02005850,POINT (447136.3513280178 347470.5789043954)
E02005851,POINT (446605.6745799019 346582.6964031965)
E02004048,POINT (446926.0763800901 371120.3709467789)
E02004049,POINT (447777.3701097691 369886.0896384894)
E02006804,POINT (442843.5089228791 378980.7621902954)
E02005858,POINT (452511.4568287822 337656.9165010745)
E02005859,POINT (449112.9931133531 336874.5325727857)
E02005346,POINT (453913.4134913658 320056.9908355859)
E02005347,POINT (452835.3840322457 319840.0542635313)
E02005344,POINT (448777.5826098619 294209.9463516079)
E02005345,POINT (451209.6749360616 320937.4798917529)
E02005342,POINT (453024.3822410395 295796.4245756042)
E02005343,POINT (458127.5340940871 295579.7923091971)
E02005340,POINT (456881.176734021 297448.4447696852)
E02005341,POINT (455894.8023856464 296862.3599163574)
E02005348,POINT (451175.0213515849 319823.0717363289)
E02005349,POINT (447473.1254513417 319342.4445358469)
E02005446,POINT (496957.7037054723 371478.7403649506)
E02005447,POINT (497544.8749161045 370269.9255161129)
E02005444,POINT (497450.1165804358 372425.6612340266)
E02005442,POINT (497513.3791619242 373629.6037615677)
E02005443,POINT (499618.7609940027 373261.100607879)
E02005440,POINT (549385.3187998049 358655.2927505408)
E02005441,POINT (533052.4658847181 355267.0770678095)
E02005448,POINT (493025.9152839186 369763.0664676097)
E02005449,POINT (496568.5932330606 369845.6152322787)
E02005637,POINT (496093.5100043677 266704.9403023275)
E02005634,POINT (494420.6745604498 270568.4747664933)
E02005635,POINT (495885.9601367069 268928.5839704454)
E02005632,POINT (498110.6277012619 274864.1916620151)
E02005633,POINT (499597.833466253 272793.1838719046)
E02005630,POINT (504069.9860609442 288389.0390181469)
E02005631,POINT (499788.3865955946 278893.1670441847)
E02005638,POINT (495774.7204385647 265671.8959064203)
E02005639,POINT (486338.774405045 283660.7349278366)
E02004106,POINT (438484.202151468 379432.7448444157)
E02004104,POINT (405680.0604793197 372239.1650009383)
E02005916,POINT (457213.2157536177 333263.2450521931)
E02004105,POINT (445568.2787652878 380632.5022597229)
E02005917,POINT (461597.7936281255 331850.6603419831)
E02004102,POINT (405964.5332654018 373647.0898760059)
E02005914,POINT (464932.3075941957 334845.804797115)
E02004103,POINT (406720.4413856991 373260.1964827101)
E02005915,POINT (468652.1962810665 335146.8596636808)
E02004100,POINT (401363.019184198 381040.7176133429)
E02005912,POINT (457412.1414004213 335993.7113271829)
E02005913,POINT (459256.2817311101 335827.676852377)
E02005910,POINT (458448.4825883642 337249.7304714246)
E02005911,POINT (460023.0457384885 336727.4654219171)
E02004108,POINT (435747.5176010843 378650.8138394998)
E02004109,POINT (433443.900813519 378291.6021796752)
E02005918,POINT (461520.8875707698 331079.6205413863)
E02002876,POINT (454577.2154120976 343168.6162733638)
E02002877,POINT (457462.6715506417 342948.6374414223)
E02002874,POINT (457304.8746179817 343921.9814463223)
E02002875,POINT (455354.636665071 343829.5244650142)
E02002872,POINT (453260.2464769602 344728.9779006798)
E02002873,POINT (456137.8795990477 344554.6267844602)
E02002871,POINT (454579.9958384401 344890.6097461383)
E02004056,POINT (443847.2661245775 374748.5515630873)
E02004057,POINT (440851.7516408304 374268.4223327304)
E02004054,POINT (445195.3156362005 355627.0537366833)
E02002878,POINT (452959.6826377365 342796.0192683693)
E02005826,POINT (449907.1847885258 356489.8463071478)
E02004055,POINT (438778.0292315527 374947.1704123259)
E02002879,POINT (456133.2388570197 342701.1130158434)
E02005827,POINT (449652.7957373738 356094.0639679912)
E02004052,POINT (444011.3237467624 360435.6031525296)
E02005824,POINT (448448.0599304283 358515.7165880254)
E02004053,POINT (444243.9158036697 356643.0965508673)
E02005825,POINT (451274.2769463622 356432.3185511329)
E02004050,POINT (452061.6191313178 368062.0811926987)
E02005822,POINT (450331.5007658219 359307.0936760266)
E02004051,POINT (452306.2068091898 367403.0893996861)
E02005823,POINT (449267.6889967218 358927.769296937)
E02005820,POINT (449971.5566909067 360155.0271998535)
E02005821,POINT (446988.9138923746 359108.480037579)
E02006816,POINT (465035.8617323563 304434.9884367673)
E02006817,POINT (459447.285374521 301131.3659954146)
E02004058,POINT (437092.6789557014 373607.7930947297)
E02004059,POINT (439910.9416916751 373277.9083692674)
E02006815,POINT (464087.0378509275 305288.211815929)
E02005828,POINT (450162.393626945 353948.6043326756)
E02005829,POINT (446968.3669657007 353140.3779095759)
E02006818,POINT (460577.4018966927 299802.4289607889)
E02006819,POINT (454886.4376845821 305107.5990579483)
E02005356,POINT (456120.5934994052 316561.3018052229)
E02005357,POINT (460581.0089763582 315288.3849615935)
E02005354,POINT (452629.9923748288 317691.7571855636)
E02005355,POINT (457855.325892235 317550.5807237102)
E02005352,POINT (460822.1137589091 319496.7858904049)
E02005353,POINT (453801.8002989165 318260.6658239042)
E02005350,POINT (448191.6740980838 319127.8200510115)
E02005351,POINT (451711.6614942947 318936.2915086738)
E02005358,POINT (458147.7946949169 313988.8791959122)
E02005359,POINT (464175.2560522495 312984.3004918965)
E02005502,POINT (504130.0460911871 372730.9327102602)
E02005500,POINT (489762.5863266351 375747.37502846)
E02005501,POINT (501406.814052332 375430.0447472525)
E02005456,POINT (497712.477566135 365515.9439681604)
E02005457,POINT (506302.9750757216 363088.0305416713)
E02005455,POINT (490458.0152977267 365148.334540089)
E02005452,POINT (496045.5678937802 367547.6637417785)
E02005453,POINT (501420.5219446472 369125.0523628624)
E02005450,POINT (493836.2793675339 369461.9369763614)
E02005451,POINT (495927.8806099514 368761.8014450126)
E02005458,POINT (498340.8798659856 357294.3230609207)
E02005687,POINT (463473.5463892652 243935.3423421789)
E02005686,POINT (450152.2599175605 242468.5960026082)
E02005685,POINT (469440.1034940926 248054.272039781)
E02005684,POINT (467221.004789369 249852.5296877773)
E02005683,POINT (475880.6128618556 252763.2079967869)
E02005682,POINT (482335.8758603914 258243.132336286)
E02005681,POINT (468147.7301756784 257763.6457263291)
E02005680,POINT (476545.1976912534 256653.9318953738)
E02005689,POINT (458325.802855333 238027.3647073404)
E02005688,POINT (476351.5786725857 240381.8189592925)
E02004116,POINT (439636.2512709054 363210.770125882)
E02004117,POINT (439988.864510279 359296.2405550601)
E02004115,POINT (440953.01973295 364462.687571311)
E02004110,POINT (435092.2468775088 377954.8766273219)
E02004111,POINT (441354.861004249 370852.9434333731)
E02004118,POINT (421759.8490304204 330646.6464725225)
E02004119,POINT (425066.585912392 330379.155743989)
E02002846,POINT (456505.1870719175 304412.9039023888)
E02002847,POINT (461105.1185585757 304192.8408544106)
E02002844,POINT (459909.0627472034 304625.9382951456)
E02002845,POINT (462050.410865413 304538.2670443758)
E02002842,POINT (457522.2402397405 304943.6597168064)
E02002843,POINT (460544.8152255036 304936.0142160792)
E02002848,POINT (460230.3849834042 303904.1037238668)
E02005836,POINT (477183.9447404044 389883.7337192197)
E02002849,POINT (457496.5789669108 303846.0331544864)
E02005837,POINT (467623.7059717231 387832.1616069626)
E02005834,POINT (452484.9915126016 348030.6545087139)
E02005835,POINT (462395.5811694245 391794.7656450865)
E02005832,POINT (453446.1985209854 349111.0849306479)
E02005833,POINT (451953.4745130189 348751.1214468494)
E02005830,POINT (445583.3026287605 351469.1802484918)
E02004029,POINT (441519.0656424256 355695.1000340055)
E02005838,POINT (458564.269901096 385280.4392381684)
E02005839,POINT (469822.3209025789 382000.7813303276)
E02005426,POINT (533684.238016401 387876.3436237525)
E02005427,POINT (533098.2547622506 387324.3933194149)
E02005424,POINT (529724.0655167711 401227.1026283763)
E02005422,POINT (523966.3340819733 340163.130264057)
E02005423,POINT (530678.0932523066 338703.5013429401)
E02005420,POINT (534004.5971940318 343685.6768418022)
E02005428,POINT (550161.3338122764 385310.081022109)
E02005429,POINT (551925.1017979285 381910.7777964774)
E02002797,POINT (433838.8930315744 338889.7834829238)
E02002796,POINT (434632.9006962586 339750.6339776778)
E02002799,POINT (437013.2339572138 338283.5062745388)
E02002798,POINT (438514.3181144935 338791.9043854647)
E02005616,POINT (488609.6747714641 288443.4664175166)
E02005697,POINT (488856.7423222458 267864.9790312136)
E02005617,POINT (487271.7406977763 287792.9493331017)
E02005696,POINT (487056.7411826884 267867.327745553)
E02005614,POINT (490081.049543419 289094.6091537987)
E02005695,POINT (489903.483127802 268130.9258496487)
E02005615,POINT (486757.9730597291 288923.0233279089)
E02005694,POINT (487763.5032299421 269031.4385838787)
E02005612,POINT (488211.3185608532 290356.3691025398)
E02005693,POINT (489140.6537237533 269382.5837521298)
E02005613,POINT (487723.231671721 289938.2156261209)
E02005692,POINT (491644.5090319649 272008.8247021435)
E02005691,POINT (452544.0826945743 236135.8062864492)
E02005690,POINT (458294.2956542742 237155.3134176548)
E02005699,POINT (488617.4658386592 266518.4925283507)
E02005619,POINT (466622.295803656 279715.8498154191)
E02005698,POINT (487843.1568038915 267791.3708529667)
E02002904,POINT (455354.7888033859 333690.3284145677)
E02002902,POINT (455436.8252810425 334862.1630642224)
E02002903,POINT (454518.8535323353 334108.6806027553)
E02002901,POINT (456339.595541314 335979.1972431387)
E02006866,POINT (494147.4296687763 365758.3494974043)
E02006867,POINT (494459.9652813222 366807.6745321482)
E02006865,POINT (531615.6484120071 343134.1959251037)
E02006862,POINT (486377.7491240228 286409.971096944)
E02006863,POINT (487954.6662183012 286800.9044574498)
E02002856,POINT (459878.6504040485 302394.061946025)
E02002857,POINT (458301.6090433022 301681.5319704181)
E02002854,POINT (456525.4543430223 303295.3347813762)
E02002855,POINT (457380.8537903157 302839.733691758)
E02002852,POINT (455234.5049365985 303394.6735958484)
E02002853,POINT (460806.889456338 303232.6399377455)
E02002851,POINT (463197.9327399916 303727.1365979541)
E02004036,POINT (441031.5121175487 349524.1921354088)
E02004037,POINT (435925.7783778707 348356.52916124)
E02004034,POINT (439264.9738903784 350264.767428061)
E02002858,POINT (460646.0777337354 301442.5036082332)
E02005887,POINT (453296.9227582065 361221.6576996003)
E02006733,POINT (403969.502223724 262874.79181457)
E02006730,POINT (405475.5863785506 265423.4277877732)
E02006731,POINT (404325.0646588619 265132.0336685401)
E02006738,POINT (386572.2554333938 256127.2024684731)
E02006739,POINT (383453.2356420021 255831.7509599022)
E02002166,POINT (393563.2072082405 298568.2784771097)
E02002167,POINT (387527.7908554135 298307.514900008)
E02002164,POINT (390934.7319811543 299633.4142803121)
E02002165,POINT (390059.2918658453 299185.1995590024)
E02002162,POINT (388009.8931377884 299890.2106362005)
E02002163,POINT (392983.1933604877 299824.8767198434)
E02002160,POINT (395289.5690607165 300280.283993506)
E02002161,POINT (390291.803169079 300123.8491736974)
E02002168,POINT (390533.6197105837 297945.5988634577)
E02002169,POINT (388982.2099057304 297865.273036243)
E02001926,POINT (405442.9349119602 282012.4000191552)
E02001927,POINT (402004.0093456341 281923.8538013656)
E02001924,POINT (411266.104509082 282110.1461524641)
E02001925,POINT (403604.5668261524 282212.5004475384)
E02001922,POINT (404748.2960080196 282735.8973809268)
E02001923,POINT (410077.9934016485 282530.9856964506)
E02001920,POINT (400374.7280714712 282970.9399317281)
E02001921,POINT (402345.7974246948 282962.9439674194)
E02006187,POINT (384489.2130697718 283913.6592884746)
E02002916,POINT (351317.452804838 240323.0574946895)
E02002917,POINT (349741.6532490337 240188.1631085806)
E02006184,POINT (386684.470091904 299548.8367044338)
E02002914,POINT (349459.0564698991 241437.9329805855)
E02006183,POINT (385748.4161258893 299841.6148725912)
E02002915,POINT (352030.2504798935 240881.7802515817)
E02006182,POINT (386801.0914595446 303118.5972140622)
E02001928,POINT (399495.3975420939 281926.7148734365)
E02002912,POINT (354709.7727414798 244037.0881366793)
